id,factor2
MIPOL1,0.47671730820323577
HMGA2,0.47543486279198655
TAF15,0.4744662523682595
MARCHF6,0.4736937871113457
PRSS2,0.47366095852607015
CR2,0.4735102618822608
MEIS2,0.4707216324724249
LRRC8C,0.4680048570613147
ITGB2,0.46690864659938436
HERC2P7,0.46667333400453376
IGFBP3,0.4662212058948259
SRD5A3,0.4658746458921736
TNFRSF11B,0.46552835233182466
ARMH4,0.46528697213709164
IL1RAPL1,0.4650939600001306
LRRFIP1,0.4623107948321776
SP2-AS1,0.4618780265209577
CPNE8,0.46177808485314886
NUDT11,0.46175282093283027
KPNA5,0.46157152659839706
ADAM19,0.460822739367684
KIF5C,0.45971056300163354
ANKDD1A,0.45925674624109564
SORBS1,0.4590754333899832
CHD1L,0.4584431012211597
SIGLEC6,0.4581119391192429
AIG1,0.457900519652224
SLC46A1,0.4568124734160969
HHAT,0.45662884584845165
HPS3,0.4561117355854264
IGFBP1,0.4558587375333839
ST7L,0.4557701855832558
PRKD3,0.45550594309673037
DYNC2H1,0.4552225001204779
TEX9,0.4551433144596235
AQP3,0.454437479834532
PTCHD4,0.4541369602030161
CFAP69,0.4532496048518872
GPR63,0.45310873355289677
AXL,0.45245856078857277
TMSB15B,0.45226897038038677
LCA5,0.45105389374396676
TLCD5,0.45084150330804396
SYNE4,0.44929267091730335
TUT4,0.4492805625875681
ATXN2L,0.44706314294625277
TGFB2,0.4452857193000455
DBN1,0.4447621946957463
MIR221,0.4443902371879536
CATSPER2,0.44341047793729904
AKR1B1,0.4432653312312038
TBC1D32,0.44269446146604746
COL13A1,0.44257002229175374
ZNF114,0.44184576599493874
ODAM,0.4414806251535084
PLP1,0.44136942971250154
SOBP,0.44129541917048487
SMTNL2,0.4411705082393817
CAMK2B,0.4406105044327832
PRDM5,0.43901692255938085
NXPE3,0.4385485308175469
TRIM33,0.436799693144472
SEMA3A,0.4367401517562692
USP9Y,0.4365808776245811
APOE,0.4364275880464288
CCDC150,0.4363996223174683
RNF217,0.43585979688807147
FRMD5,0.43462302805327213
TCF4,0.4344361619118563
FTX,0.43414353168361036
ATP10D,0.4337224366382043
ATP5IF1,0.4321963715833045
SFXN1,0.4312615711238439
IKBIP,0.43119014943686473
ADGRG6,0.4310066102995426
LUC7L,0.43064361867451584
MCAM,0.4303976010655147
PRTG,0.4284748348583788
HS3ST4,0.42820136217420735
DNAJC6,0.4277292596276295
GDNF,0.4276098027007234
THNSL1,0.4275605416973014
TRMT13,0.42632730331347257
RUFY3,0.4258736086596313
DNAH14,0.42487185154472407
ZNF711,0.4247112991983378
QKI,0.4240451201059936
NUTM2A-AS1,0.42393687005880154
TMEFF1,0.42388876813013743
CNOT7,0.4235733048972055
LINC00205,0.4234337027718884
WWTR1,0.42315227241416276
PON3,0.4226455034762333
APOH,0.42198602394951323
NAA25,0.4208480456457353
U2AF1,0.42081436725581134
SLC2A10,0.4202862258066051
MAGEC2,0.41996001825075063
TMEM178A,0.4196851423539818
CRACD,0.4192495442711987
VPS13C,0.4191591489643596
IRS1,0.4184331209843397
FBXL2,0.4175488414717272
PMP22,0.41729745495578735
COCH,0.4163336514588655
LINC01088,0.4146342640772492
LRRN1,0.41337404308662284
KLHL5,0.41330798305408273
GRB14,0.41259784712760905
MATN1-AS1,0.41231973969989305
AHNAK2,0.41215973100615
PTBP2,0.4119531006058885
KDM5D,0.41155553086699526
FASTKD2,0.41038612729312673
RASSF4,0.4101517530383421
CSAD,0.41006097846991113
ANXA1,0.40938528651990763
STEAP2,0.4089098557385848
MYLK,0.4087157825740169
FER1L4,0.4083781537277787
ZNF512B,0.40703916208374724
SLC12A6,0.4051840846352991
SUSD4,0.4051166530741067
SERPINA4,0.4050530354562616
ADAMTS9,0.4048806965728967
SLC22A17,0.4037843393942891
ARHGEF4,0.40359940762105784
ANOS1,0.4029945081867754
PDCD5,0.40295892876971534
USB1,0.402439991937113
SYNGR1,0.40178876272995545
SERPINA1,0.4017047765557371
TXLNGY,0.40165653072481244
RLN2,0.4012840287684086
ICA1L,0.40090838614570035
ARHGAP29,0.4006135205089334
AURKB,0.3999462526232412
ATOH7,0.3994343176805487
SH3GL2,0.39922258945407907
NPNT,0.3992161568920404
MYH10,0.39896014026569343
NHS,0.3986420114575419
SUGCT,0.39772303215116267
RNF144A,0.39748124683961117
SEZ6L2,0.39685390647722885
EHD3,0.3967253387379417
NOVA1,0.39662895648748664
PRDM11,0.3966117381373712
IGFBPL1,0.39590025608302987
MSRB3,0.3954080916816587
STON1,0.3935982361705485
RBPMS2,0.3935923625942055
SYNE1,0.3932059497521957
FCRLB,0.39289382559242436
PLEKHG2,0.39215849584074214
PARD6G,0.3908494881980892
FILIP1L,0.39027210585366146
FGFR2,0.38934135645371815
AKAP9,0.38928900481525136
EDRF1,0.3887049672816288
FRMD6,0.38847800620042977
SLC16A6,0.38767616083444273
TTYH1,0.3873860348170079
GLDN,0.3860030755150858
CTC1,0.38583402912315856
DOCK8,0.38556675544309005
GLIS3,0.3854135127764434
MYRIP,0.38521548900469565
PABPC1L,0.38414999971708474
CEP95,0.3837820691282934
CHN1,0.3826587884078584
CDKN1C,0.3825785680659119
GGA1,0.38195249686744
LINC01770,0.38184305855185935
MED31,0.3813272312227822
LYRM9,0.38107380583577866
MORF4L2,0.38005648999226677
MED13L,0.38002265855774725
CEP68,0.3796760427373588
MIR1915HG,0.3775646390825024
BASP1,0.3773085221404429
AKAP12,0.3767356809207913
IGDCC3,0.376507900320742
MCC,0.37591300508719777
PGBD5,0.37490025571312463
RDX,0.3744713033487627
NBEA,0.3741947473053135
SLC6A14,0.3730644409892228
LARP6,0.37237515349824596
KLK6,0.3722092539948908
RAC3,0.37180824545204166
FANCA,0.37146702576044593
TTC7B,0.37137829965584773
FANK1,0.3710790831736962
SRSF4,0.3709150625728873
TENT5B,0.3703938460136412
AGBL3,0.37033171662002434
FOXL2,0.3702046359834569
LPAR6,0.369618745485637
AS3MT,0.36953245132860457
ELOVL4,0.3683726590431304
RAB27B,0.36832095379770624
MTUS1,0.3682185633238109
MAK,0.3681937973356683
HSPD1,0.3675541155322324
DAPK1,0.36745890449807134
TM4SF1,0.3673429976531216
FNBP1,0.366635581270758
HDX,0.3659063195078638
SOX7,0.36525821939276487
FBXO22,0.3641175634985045
MIR34AHG,0.36405060849019955
ARHGEF10,0.3638393580988876
RPL5,0.36299674013966404
LIPC,0.3628281836620477
C1orf115,0.3615685476362892
MED18,0.36145981127240434
SMIM10L2A,0.3613482172800278
GOLGA8A,0.3605535117040786
RBM11,0.36050571054019265
AASS,0.3601064941476163
IL1R1,0.36004908154162096
HOXA1,0.359865395822246
RSKR,0.3597486854453826
EDN1,0.35916530054776613
ICAM4,0.3586401100834516
PTK7,0.35776896074851894
ARNT2,0.3574295526133384
BMPR1B,0.35740987190441464
MAPK12,0.3573878380551408
IGF2,0.3570005086735117
TMEM167B-DT,0.3567475903343871
PTPRR,0.3566001097843205
BTBD11,0.3562916435092247
ZCCHC18,0.355471964620489
NMNAT2,0.35487558695708643
CYP2U1,0.3548182941139433
SYT11,0.35474573987581415
NXN,0.3539871549301279
HERC4,0.3539443409239344
LINC00173,0.35289175083958596
ZMYND12,0.3528327249868874
SNAP23,0.35267210696824863
SCN8A,0.3526102742050318
TSPAN2,0.35251031036558195
ACTA2,0.3523350290293943
ZNF618,0.35220767692962063
CDKL2,0.35184074891020545
KCTD15,0.3507533909875874
TANK,0.3505748382078043
MMD,0.3497156656866142
CRTC3,0.349700905700219
METTL3,0.3496883315931821
MBD5,0.34964990022392645
PYROXD2,0.3493361724625994
OR2A20P,0.3487128035601108
SLC25A21-AS1,0.3486901410567281
SV2A,0.3478034254279766
HTRA1,0.3477832401616296
MAGEE1,0.3476728471930252
GABPB1-AS1,0.34745010110379476
CACNB2,0.3469126266101301
CDKL5,0.34665517676727653
ZFP69B,0.3465388652470199
FJX1,0.34644187210554805
AHRR,0.34554523748182114
TDRP,0.34498419643668427
CX3CL1,0.3444289389419077
FBXO9,0.34392435600376364
C1QTNF3,0.3435486996958954
CAV1,0.34321388997587127
PRKACB-DT,0.3428533110218158
AADAT,0.34276842731090146
OXCT1,0.34272107933140344
DUBR,0.3426854105904409
MIR3682,0.3424514150367255
BTBD8,0.34208915076793855
FAM3B,0.3414627428695273
DLL3,0.341166652209046
ALDH1A3,0.33997857336624765
FGD6,0.3394299125042238
JADE1,0.33809007928934204
CAPS,0.33770331750751204
LINC00342,0.33755295982172545
EML6,0.33683734504987783
TRAM1L1,0.33657523946744217
ARHGAP10,0.3358179532111861
ENPEP,0.3353485583304374
SBF2,0.3343294012396156
PLCE1,0.33406636073618
SMIM10,0.33368986607399925
NAP1L5,0.33283454675238766
DCDC2,0.3326572762258192
RNFT1,0.33255741053299104
USP46-DT,0.332079209498917
GCNA,0.33145942171783827
HDAC9,0.3312299198955592
EID2B,0.33075344197498946
ENOSF1,0.33066657009678885
SGSM2,0.33050006521304304
PRKRA,0.3304866428565956
KIDINS220,0.3296191622142292
TMEM144,0.32920846456219444
NPIPB3,0.3280906604784044
KRT13,0.3271580256025648
DENND2C,0.32685072631203704
KSR2,0.3267054077960438
FAM13C,0.3263667532158492
FGFR3,0.32608062308505326
XPO7,0.3257114409873839
ORAI2,0.32541270701799146
PCSK5,0.32513959895353806
LTBP1,0.3246854202878208
DOCK4,0.32457966907654806
CADM1,0.3242200765997775
DIS3L2,0.32416206383939006
CENPBD1,0.32398371030289463
CFL2,0.32381764364621735
DRAM1,0.32377129821309303
SYT1,0.32283852707112026
ASPHD1,0.322742373974296
DISC1,0.3217907478390685
SYNPR,0.3217658419984764
RBPJ,0.3216189678081949
DIP2C,0.3214457029858677
CAV2,0.3214375994558875
TUBB2B,0.3210956647932323
ZNF37BP,0.32032769473811346
MR1,0.32013656299576343
RAB38,0.3200203923600313
FNBP4,0.3199848480780147
ZMYND8,0.31986273684944566
ANKRD6,0.3196414738651976
CKB,0.31882190120010073
ARID1B,0.31808055914219424
MRPL43,0.3180153664613716
DMD,0.3173849700628287
FMO4,0.3172431720773824
TMOD2,0.31582843508281916
SPATA18,0.3153625911865307
LYPLAL1,0.3152008998722793
VMP1,0.31432087633616956
SRPX2,0.3138521195349344
ATAD1,0.31365881597640205
ABAT,0.31322741022861694
FAS,0.31241978471676163
GPLD1,0.31230868139837725
TUBBP5,0.31201238424429073
SYDE2,0.3117537059475487
NEK11,0.31174076371053233
LEPR,0.3111812572751663
CDC42BPB,0.3104883457789873
SCFD1,0.3101494025936715
PKN1,0.3100280939521723
LINC01424,0.30944776463322127
MDM2,0.3090196073505095
ZBTB47,0.30885225473479777
DCP2,0.3081216802477822
TRIM58,0.3078657283503017
ZMYND11,0.3076453060199529
MAP7D3,0.30675357573854894
RORA,0.30675205185584853
PARD6B,0.3066129577355991
BICD1,0.3064070628283636
FAM95C,0.3064028005963566
RNF213,0.3059197625793367
VWCE,0.3054203374006981
EXOC6,0.3053925847651928
ZNF396,0.3053578192546018
IREB2,0.30528137427843166
PARP6,0.30440844791715543
UBE2D3,0.3033871456932693
PLOD2,0.30317984213185484
CBS,0.303062166213677
LMCD1,0.30264266028549913
ADAMTS17,0.30205142254960354
GLUL,0.3017705284509859
PACSIN1,0.3011901920559778
SPP1,0.30059381593073
NHLRC3,0.30049679365352344
CHST6,0.3003451078866555
STEAP3,0.3000673843107326
GLIS2,0.29963945018226945
C12orf56,0.29946585841780976
CXCL6,0.29808447058275445
WDFY2,0.2977437257663097
KLHL3,0.2964613549172692
MAMLD1,0.2963657350006241
ZNF736,0.29595611728781623
NDE1,0.29561682991496147
NSD1,0.2946171040415436
CNIH3,0.29424297161980356
CTAG1B,0.2934646043087849
PDXDC1,0.2929739423878413
PHACTR3,0.2920903353210244
HLA-DMA,0.29195394696535826
TM2D1,0.2914430829931255
PRICKLE1,0.29101351216068544
RALGPS2,0.2906940959919302
NLRP1,0.28991105127364825
WNT6,0.2886999319979606
PLAAT3,0.288533232386995
BLVRA,0.28842199841864785
B3GALNT1,0.2881516101485653
RPS4Y1,0.28708543189868124
TINCR,0.2869427213283184
RPL18A,0.28633382056381873
DHRS2,0.28570982958453534
FBN1,0.2854047652221271
HACD4,0.2843257835160992
TTC37,0.2839827531687345
WNT3,0.2838073786607992
TPBG,0.2832004755855501
CITED2,0.28156087360057597
WIPF1,0.28114768911174703
NFIA,0.28094497657277123
FXYD2,0.2803323750184488
GDPD1,0.28018939125936076
SAMD4A,0.2801449896861169
SNHG14,0.28007719883961846
RAPGEF4,0.2799481920791148
IKZF2,0.2796042590250638
KCNJ8,0.27876146522201556
ART3,0.2786614459622321
SEPTIN7P2,0.2781849874970651
SYNE2,0.27794249444372754
LUC7L3,0.27780717495186025
TM7SF3,0.2777227341422249
PHLDA3,0.2775610355451719
DENR,0.27745496897654076
SMOC2,0.2766211927313272
CYBRD1,0.27657833968618856
SLC2A3,0.2764219161386415
DHX36,0.2761722635349347
EIF1AY,0.2760714544644781
GPM6B,0.2756037826802995
GPBP1L1,0.2752632539357327
SACS,0.2739693406246823
APLP1,0.2725142276872773
UTY,0.272447472507862
GTF2H2C,0.2722506709659898
HFE,0.27222041293598936
MYOF,0.27202053123155434
PRORSD1P,0.27201259548386203
ASB9,0.27062049478915806
CASP4,0.2702207984248806
ZFYVE28,0.26992754596039814
CRABP1,0.26988798490184607
KRTAP3-1,0.2698220055645819
C10orf82,0.26959130912157653
FAM174B,0.2690966477346595
ACSM3,0.2689965743278672
STRA6,0.26875106061313153
CUL4A,0.2683114488455986
SLC4A7,0.2680232498309847
NAV1,0.2679588641321528
AMN,0.2674438441338337
LYPD1,0.2663834467930096
MPV17L,0.2663814478009035
ADAM22,0.2663606835131288
AFAP1L1,0.2660995480772378
FPR3,0.266069599091383
ARIH1,0.26580459383993066
IQCG,0.26558078874644864
NMT2,0.2651926236137919
SORBS2,0.26458105149372585
STK31,0.2642673997112881
LRRIQ3,0.26368707877434283
ZNF594,0.26324967769795654
TTC9,0.2614566855117947
CYFIP2,0.2611642806937294
ANAPC5,0.2605145534233395
NFX1,0.2603209683122863
SPOPL,0.26003793568008476
STOX2,0.26001008783093327
CLTRN,0.2599975323117203
NUAK1,0.25995933802473936
ADRB2,0.25978775064359294
GPER1,0.25973822105145083
RBP7,0.2595588687365686
VTN,0.2592253574659181
RNASET2,0.2589158049057312
LRRTM1,0.2584095113405178
AGTR1,0.25812825848662063
LINC02615,0.25708041577093255
NTN4,0.2570268143570567
RASL10B,0.25570212831849243
PPP4R3A,0.2551946886026805
CAND1,0.25508517302062406
TUBB6,0.25402666111990113
LINC00960,0.2537975854240371
SLC14A1,0.25341311062012983
ST8SIA4,0.2532464267918223
THBS1,0.2527042664298256
LCK,0.25258886317684104
RTL5,0.252251818004396
ENPP1,0.2519572280936601
GLDC,0.2510065367569128
MTARC2,0.24965623607511012
BEND6,0.24857310073422073
STK33,0.2482667970457109
ZNF423,0.24763336985798823
SMARCA5,0.2476189729556488
ASXL2,0.24746562172200587
PCAT6,0.24731644409855477
FAM171B,0.24615638730306383
HOMER2,0.24570769623163885
WWC2,0.24527434913372048
CCDC68,0.24484321547105212
BTN3A3,0.2445254576099968
CLGN,0.2443485802766675
FOXP1,0.24409137645375045
BNIP3,0.2435094049526433
ASCL1,0.24347482144490723
SMOC1,0.24328290672912117
EREG,0.24281060566919715
JCAD,0.2427323133569949
CABYR,0.24199158212178148
AKAP10,0.24135142615580585
DOCK1,0.2400832881947885
EPC1,0.23879875974048012
MBTD1,0.2384232025683989
ZNF365,0.23831412549233827
N4BP2L1,0.2377479773152207
GNAS-AS1,0.23725718275544136
PROC,0.23701049683170985
ATP8A1,0.23671317580138795
NEAT1,0.23636645029959635
TTN-AS1,0.23601138698084054
SOD3,0.2355524268026887
RBP4,0.2353527071518307
GSTM3,0.2346114389758107
PID1,0.23341323504822467
ZBTB10,0.2329265134813443
ZFAND2A-DT,0.23254546009522375
TMSB15A,0.23216628236794648
GALNT5,0.2315032841473166
DOCK8-AS1,0.23092261295819985
KIT,0.2300178960350426
YOD1,0.22997301218280428
TOX2,0.22889119916664538
LOXL1,0.22887914145146615
IGFBP6,0.22829225598585706
USP47,0.22761325698617021
ALDH6A1,0.22624489851710453
GJB6,0.22597829273991205
NREP,0.22571881051659334
CAHM,0.2252037898598709
ERICH5,0.22516582935203078
SLC39A14,0.2244887269012602
MRPS11,0.2242813266811101
JAK3,0.22315713732523462
VASH2,0.22291482938841975
PTPRM,0.22254828102707777
GATA4,0.2218657108444121
LINC00339,0.2217698992039252
UCN,0.22160521027955773
GPRC5B,0.22115596153388056
SLC9B2,0.2208999259505201
EIF2AK4,0.22023174002324578
SNRPN,0.21955406193356064
PAH,0.21940636982799622
VPS35L,0.21856721035378693
ZC3H14,0.21794392183848718
NDP,0.21783068601146943
NRXN3,0.21773352820200997
FAM110B,0.21672692639889252
MME,0.21637154115986054
AK4,0.2163078518837651
MERTK,0.21579101921524843
TMEM165,0.2152262666435037
DCBLD2,0.21486893306649962
SDCCAG8,0.2142429841524178
GSEC,0.21410613734237957
TET1,0.21372964667555003
CXCL2,0.21364665510122796
NFE2,0.21347817276184156
ERLIN2,0.21346383390669493
SPATA17,0.21331972552870754
ELFN2,0.21313862915447515
TOMM20,0.21312966946962125
STON2,0.2130593928584315
DEPP1,0.21285260662936817
AHSA2P,0.2127013144389852
PCNX1,0.21175530264690823
TTTY14,0.21147397255247335
MEIS3P1,0.2100655914774163
FREM2,0.20999053246154398
ALPP,0.20960441108955397
PCDHB2,0.20935833219617428
PCOLCE2,0.2092276130552861
ACVR1C,0.20909063013108908
LINC01410,0.20894854979286312
SPACA6,0.20840255968276666
ELAVL2,0.20764078882688267
ACP5,0.20681397090532364
BEND7,0.20667391124323026
MBNL1,0.20658787973210013
ZNF124,0.20606348075092157
FRMD3,0.2060022274877845
TACSTD2,0.20507131298250053
OTUD7B,0.20496541588552103
ARMC7,0.20290207002524888
SLC35F5,0.20250317791422073
HBE1,0.20145540536488618
FRRS1,0.20140615491165983
FKBP7,0.20122012595123873
PHYHIPL,0.20088827758986383
C4orf19,0.20065112094360762
ALPG,0.200428531418711
ACTR6,0.2004084105269902
RIPPLY3,0.20006069469154325
SLC47A1,0.19977859743163065
TMEM37,0.19948210476955472
PLAU,0.19928470697087464
GXYLT2,0.1991286905326529
DHX30,0.1991105448650779
ADGRF1,0.19865155169030702
RAPGEF2,0.19856924408558382
HPGD,0.198278458934378
CYP26A1,0.19827479141396465
SLC2A1,0.19815479452899604
CPLANE1,0.19773557684207638
RTKN2,0.1976215556231427
DAB2,0.19591064968760755
ZNF300,0.19580301997098476
THSD4,0.1954469042941138
HAUS5,0.19501221558258972
RPGRIP1L,0.19500424666756394
ADGRL3,0.19454562145564
DEF6,0.19445000446471644
PRODH,0.1940759193224775
DSE,0.1938421877376195
MAPRE3,0.19247293737312055
DDX3Y,0.1923113462350295
NDN,0.19194125757243102
ODF2L,0.1914975800340354
MYEF2,0.19123014057383853
INPP5D,0.19114903538820596
ZFY,0.19060162086921148
TNNC1,0.19055536933713718
TTBK2,0.19008258209459003
MYL12A,0.18926520012916415
NINL,0.1891172723912463
RPL23,0.188493207165404
ADRB1,0.1883061513117149
SCD5,0.18800495034195458
ZBTB37,0.18793403279172732
ZKSCAN7,0.1876062842821279
PRSS35,0.18676126001928361
C18orf54,0.18675023615355393
HTR7P1,0.18615340649837758
KIF26B,0.18612806319724745
DCLRE1C,0.1860971590577351
ZEB1-AS1,0.1859668342638298
MAOB,0.18575298839959944
FSCN1,0.18521978449763626
MCOLN2,0.18510339012783977
SPTBN2,0.18495199700009796
CFAP44,0.184640857299442
PTK2,0.18447081150938963
FSTL1,0.184254598646079
RTL8C,0.1829662946428489
RAD54B,0.1824879407808218
ERI2,0.18241759011770875
REEP1,0.18221759357571501
PRAME,0.18215414665781543
DNAI3,0.18163434066068956
DAZ1,0.18054744986945495
MAGEA3,0.18029771597323932
AGT,0.17999008043759693
PTEN,0.17987372523047004
MIR17HG,0.1797211676499352
FGF9,0.17917725854144617
LMNTD2-AS1,0.17902792201961837
ZNF311,0.1790127938243275
TMEM64,0.1786773691588889
ABHD4,0.17867673935289968
GRB10,0.17854994319924467
ARHGEF26,0.17820759115942653
SDC2,0.17741837311006012
CTNNA2,0.17715704586227726
CXCL1,0.17681975809882883
UBE2E2,0.17635737769566437
PRDM1,0.17606625846854435
RPL30,0.17580014033954722
SLC22A15,0.17561785604840824
MPL,0.17552897898039135
FOXP1-IT1,0.17518108663439452
CDH7,0.17512581843376718
WDFY3-AS2,0.17498386042286668
CLIP4,0.17432609613832048
KCNS3,0.1742510502334966
SCG5,0.17378609558857888
TMEM170B,0.17331414041052529
STRIP2,0.17319226549531094
MYL9,0.17299443141416543
SLC6A13,0.17229682901989116
SNX25,0.17226030490917077
HOXA7,0.1720764004714366
C5orf46,0.17182841424355028
KAT2B,0.17176082869055348
DUXAP8,0.17090528468041963
TRIL,0.17082613012962067
USP6,0.17080660869239003
KRT34,0.1702358849273516
FBXO16,0.169787600941872
IQCJ-SCHIP1,0.16886875316231645
SLC52A1,0.1678074420614589
TCEA2,0.167348849320471
NRCAM,0.16721028416363584
ARHGAP21,0.16714811124812384
ZNF83,0.16597019274341857
SESN3,0.16544574798547398
MIR3142HG,0.1652183322056944
FAM226B,0.16498335575760972
PITPNM3,0.16483210828467018
ZNF141,0.1645025842178612
TPR,0.16434015732121873
CLCN5,0.16418715979436982
PPM1K,0.16402077360923892
OBSCN,0.1629199340617163
IMPACT,0.16267568000772256
C7orf31,0.16240013061926684
FAM201A,0.1622793226539323
SNHG3,0.16216270358315843
VRK1,0.16193111299291144
HECTD2,0.16168079514997524
SYNE3,0.16137355861245087
IL1R2,0.16124336992402197
EFCAB2,0.16120336983221023
AGO3,0.1611621231211381
MDM4,0.1606230733215329
KCNQ4,0.16046666593245526
CTSF,0.16006054083666904
SLC9A7,0.1598200845678892
N4BP2,0.159326282908645
TRIM13,0.15925978474693392
NPTXR,0.15897308058819942
ZNF37A,0.1589473673338699
