id,factor1
WT1,0.6314630399231801
WSB1,0.07652553681253836
WNT6,0.16069519082714787
WNT5B,0.7077370449564232
WNT4,0.1438662471339187
WNT3,-0.04831703385573728
WNK1,0.05739923562963404
WIPF3,-0.5112099250133473
WIPF1,0.2166180544481324
WIF1,-0.4167319894827869
WFDC2,0.17890086343147724
WFDC11,0.055552371885722804
WDR72,-0.6638309064061347
WDR33,-0.4960684530766701
WDR31,-0.019941689457623257
WDR19,-0.03102557016054365
WDHD1,0.5615918409163531
WDFY3-AS2,-0.15592985348779645
WDFY3,-0.3085453272468906
WDFY2,0.2668969517811316
WASIR2,-0.27284919232299426
VWDE,-0.06534665767181759
VWCE,0.32415644777171243
VWA5A,-0.42660208916428327
VTN,-0.0381505557001163
VTCN1,0.21992523498553965
VSNL1,0.32811056715616893
VSIR,-0.3505745845793099
VSIG2,-0.4139580850787386
VSIG10L,-0.1264095583438222
VRK1,0.2676688007956688
VPS8,-0.10917849376981371
VPS50,-0.12396093815840843
VPS35L,0.2644819006159057
VPS13C,-0.010466595351627948
VNN1,-0.11675314859723644
VMP1,-0.2069133076961126
VMO1,-0.08695583775784868
VLDLR-AS1,-0.019140872377341578
VLDLR,-0.11324153553975398
VGLL3,-0.09003072802308881
VGLL1,-0.08757308052088161
VENTX,0.42444450945780254
VCAN,0.13203902548920837
VAV3,-0.20441457195779467
VAV1,-0.14434874254463603
VASH2,0.5950417703956624
VAPB,0.09381555329191588
VAPA,0.17669697211683974
VANGL2,0.5286548123827769
VAC14-AS1,-0.04601518794404287
UTY,-0.2640370985003389
UTS2,-0.04388893341045831
UTRN,0.4530754750945771
UST,0.035145515985260355
USP9Y,-0.2960222852532565
USP7-AS1,0.1292762350415729
USP6,-0.021976997744768828
USP53,0.1343737359805634
USP47,-0.031227600527926627
USP46-DT,-0.0676563837449635
USP34-DT,-0.42306366660104827
USP31,-0.26463223224121474
USP2,0.035059936112335675
USP13,0.3433221249522687
USB1,-0.12493720439728655
UQCRB,-0.11111301631613774
UPK3A,0.13535611967803038
UPK1A,0.06661723343629787
UNC93A,0.13699280851850143
UNC5A,-0.3055317615957071
UNC13A,-0.2525142605268096
ULK2,0.25191536704619216
UGT2B17,-0.15557883833725852
UGT2B15,-0.13154459254992257
UGT2B11,-0.10663546251649644
UGT2A3,-0.278844893030724
UGT1A8,-0.3980962980138394
UGT1A7,-0.29105355995272075
UGT1A10,-0.5088984299877113
UCP2,0.07066803097151081
UCN,-0.07662320809300031
UCHL1,-0.6392351989172729
UBXN10,9.290773499122242e-4
UBE2QL1,0.09024118323534314
UBE2E2,-0.21499576759149588
UBE2D3,0.03424263143021477
UBE2B,0.12912041684896283
UBASH3B,0.0921096242771222
U2AF1,0.13240854516731337
U2,-0.0048409121436745
TYRP1,-0.45673671366637686
TYRO3,0.07459215631893866
TXNL1,0.07493340839786625
TXLNGY,-0.19175502768495162
TWIST1,-0.22055014878295068
TUT4,0.04813504493071842
TUSC8,0.1189840346971259
TUBGCP3,-0.19323267259725876
TUBBP5,0.29999669768433423
TUBB6,0.10941692653655737
TUBB2B,0.27990109015516695
TUBAL3,0.044618297765678584
TUBA1A,-0.06218960097367156
TUB,-0.0525867964015117
TTYH1,-0.03998834196282136
TTTY2,-0.2467154116077052
TTTY14,-0.038389545723157024
TTPA,-0.14192869076116205
TTN-AS1,0.0550404538243155
TTC9,0.18168734203359505
TTC7B,0.059800933589923354
TTC7A,-0.12282666122357476
TTC5,0.42053906916761946
TTC39A,-0.6836906829297692
TTC37,0.13439571399556985
TTC30A,-0.5200935357504092
TTC28,0.05931873310482394
TTC23,-0.26711069850417074
TTC22,-0.3554066301525335
TTC14,-0.1348880333779753
TTBK2,0.045002270295940436
TSPYL5,-0.35936811121944473
TSPOAP1,-0.36431408939355603
TSPAN7,-0.3687184602961949
TSPAN4,0.11652568222191509
TSPAN2,0.20599415516140737
TSPAN12,-0.4150147529899977
TSNARE1,0.06143340230663922
TSIX,0.3352830467778131
TSGA10,-0.1732318334744225
TSC22D2,0.20772982118072034
TSC22D1-AS1,-0.018444311058443536
TSC22D1,0.5344074994994303
TRPS1,-0.011145153594521012
TRPM8,-0.009121636808183675
TRPM6,-0.610933635248802
TRPM3,0.08399072862714152
TRPC1,-0.36164281278361665
TRPA1,-0.11708023846747019
TRMT9B,-0.06277870126611891
TRMT13,-0.04130171823532684
TRIP6,0.4909790085873503
TRIP11,0.06461217835984406
TRIM71,0.3808884018783527
TRIM7,0.03802799342468711
TRIM6,0.06623071360497855
TRIM58,-0.0591567547864893
TRIM36,-0.654124141159953
TRIM33,0.10423468142535151
TRIM31,-0.09981621381158305
TRIM24,-0.031584990522371646
TRIM22,0.5341435060159357
TRIM2,-0.2003118190999486
TRIM13,0.07349295432661587
TRIL,-0.027435266758551523
TRIB2,0.07791027400068426
TRHDE,-0.47245563388120476
TRERF1,0.5327906260649019
TRDC,0.7406452495566205
TRBC1,0.16310893296389145
TRAV39,0.46762651674926875
TRAM1L1,-0.03327008855635312
TRAC,0.30952988663380465
TRABD2A,-0.14688063554089809
TPR,0.19746067083061417
TPP2,0.033670048940300845
TPM3P4,-0.06559023506256478
TPM2,-0.41537874184263834
TPK1,-0.03715348668651177
TPH1,-0.06724931007740112
TPBG,-0.34002725325029876
TP73-AS1,-0.31557117834183435
TOX2,0.04597609906049522
TOX,-0.2239639062076216
TOR4A,0.10459706403809442
TOR1AIP2,0.1947072631039753
TOMM20,0.1027732839109156
TNPO1,-0.12307223500516015
TNNC1,-0.17718101543766707
TNN,-0.0453510266526856
TNMD,-0.25721309273891396
TNFSF9,0.5887256398296804
TNFSF15,-0.027861453072809416
TNFSF13B,0.04557516011519244
TNFSF10,-0.00831031110172968
TNFRSF9,-0.09331408034513232
TNFRSF6B,0.1904483004919958
TNFRSF19,0.5990863964255843
TNFRSF11B,-0.054858840444568714
TNFRSF11A,-0.10667994912866374
TNFRSF10C,0.8920633909172759
TNC,0.17743756012285125
TMSB15B,0.054814978094771455
TMSB15A,0.09792116901354585
TMPRSS3,0.12402690575419617
TMPRSS11E,0.15341171179617222
TMOD2,-0.41121871576070124
TMEM87A,-0.23591705924232656
TMEM72,0.03766681642004866
TMEM67,0.10629098700858411
TMEM64,0.1838132585749179
TMEM63C,-0.2749041656460855
TMEM51-AS1,-0.09835339891165372
TMEM47,-0.07851096400992306
TMEM37,-0.09048160626852869
TMEM35A,-0.23000506446714333
TMEM255B,0.023073903658264935
TMEM252,-0.1757058871494623
TMEM238L,-0.45323663725924596
TMEM237,0.4056471847031667
TMEM220,-0.01988481506879927
TMEM213,-0.29507045593263753
TMEM200A,-0.5098723337542553
TMEM178B,-0.27467016699359986
TMEM178A,-0.24072450030932696
TMEM171,0.09426469436085115
TMEM170B,-0.4106266287664809
TMEM167B-DT,-0.40069284630009633
TMEM165,-0.014657539778433407
TMEM163,0.49316212326436554
TMEM161B-AS1,0.26690780041960777
TMEM154,0.24524071285966578
TMEM150C,0.11710845899022676
TMEM144,-0.305951166821283
TMEM132D-AS1,-0.20299495114403596
TMEM131L,0.4470350451674962
TMEFF1,-0.04528171573495508
TMED4,-0.023651829256397423
TMCC3,-0.42119970071076535
TMCC1,0.3878008589395939
TMC7,0.026141904096152954
TMC5,0.003120555736523424
TM7SF3,0.7286092583448965
TM4SF4,0.030773179313897468
TM4SF20,-0.2964241994480569
TM4SF18,0.20091645158818713
TM4SF1,0.09006897379361387
TM2D3,0.05969723164798726
TM2D1,0.10914980339064433
TLX1,0.020401107518325932
TLR4,0.43514346897820727
TLR3,-0.021384922820908342
TLE4,0.054115540159466825
TLCD5,-0.02102979913508519
TLCD4,-0.5461669706606259
TLCD2,-0.32411264882816293
TKTL1,-0.21622262142602064
TIPRL,0.41001340279730153
TINCR,-0.19242454898758124
TINAG,-0.4167596708622952
TIMP4,-0.1974987350278539
TIMP3,0.5281148692895319
TIMP2,-0.16842585565042137
TIGD7,-0.1552609604369852
TIAM1,-0.09083119095510724
THSD4,0.057133995632533185
THRSP,0.006609917219195982
THRB,-0.13538514076481675
THNSL2,-0.4398553507254114
THNSL1,0.011698472311453482
THEMIS2,-0.2410266046656139
THBS2,-0.3707071835712882
THBS1,-0.15371732939376842
THAP7-AS1,-0.36239520956643984
THAP5,0.11952907006925342
THAP2,0.05002315357635176
TH2LCRR,0.16680008087336068
TH,0.20944927018971
TGM3,0.15101103752220985
TGM2,0.047773153684586664
TGFB2,0.002758585493609302
TGFB1,0.07241427812449198
TFPI,-0.5368012931146727
TFF3,0.2954285830038059
TFF2,0.33336670551925063
TFF1,0.31429772385015914
TFAP2C,0.07689846165391762
TFAP2A-AS1,0.23858794407780307
TEX9,0.17801989190623319
TEX15,-0.5126725234588974
TET2,0.13263102198816865
TET1,0.3248083100984993
TERF2,0.181216223845647
TENT5C,-0.007551390828558015
TENT5B,-0.08930847854316067
TEAD2,0.1708247597738138
TDRP,0.010758224405685263
TDRD5,-0.4540793463339441
TDO2,0.8210481461216904
TDGF1,0.0540907835558347
TCTN3,0.45338383788881725
TCP11L2,-0.18111880956424167
TCP11L1,0.09514469977121422
TCN1,-0.16410923600534308
TCIM,0.11191017265154143
TCHH,0.16158439396988988
TCF4,0.18659979200778898
TCEA3,-0.07265859670046595
TCEA2,0.5176843393063738
TBXAS1,-0.08949556408387463
TBX18,-0.10513286300859685
TBL3,-0.33292939207969047
TBL1X,-0.6099255718609987
TBILA,-0.058146109554983644
TBC1D9,-0.08575026062574298
TBC1D32,0.0358638846806387
TBC1D31,0.4887056835406653
TBC1D1,-0.2279381419581895
TAS2R14,-0.08571066995710708
TARDBP,0.16562802707671012
TANK,0.029165770844603728
TAGLN,3.8424053237492495e-4
TAF15,0.08434951889849701
TAF13,0.17993432085792088
TAF10,0.26258174211987206
TADA2A,-0.011737821509006686
TACSTD2,-0.541322107247112
TAC1,0.040207409896926026
SYTL5,-0.002876952791399039
SYTL2,-0.0760033022458653
SYTL1,-0.31162037901349676
SYT9,-0.14235812255536948
SYT16,-0.18829398952417614
SYT13,-0.03425990268872244
SYT11,0.025317229929656918
SYT1,-0.30471744093928244
SYNPR,0.09762449368021515
SYNGR3,0.1394941864213979
SYNGR1,-0.02253326816855678
SYNE4,-0.06047967340763303
SYNE3,-0.0930019837566992
SYNE2,-0.12017688313473657
SYNE1,0.04854254095272395
SYNCRIP,0.28205099108660564
SYDE2,-0.10346544524250637
SYCP2,0.11368357731681206
SYCP1,0.06669027085924073
SVOPL,-0.6827190199598981
SVOP,-0.11102482562592537
SV2A,-0.027462377377371377
SUSD4,0.09472003800414404
SUSD3,0.3324842318985268
SUN1,-0.03041307102046881
SUMO1P2,0.1531043638326784
SULT2A1,0.2349418023302584
SULT1E1,0.05708264552706844
SULT1C2,0.03800759281903139
SULF2,-0.04576518961085537
SUGT1P3,0.002088905064965877
SUGT1,0.12816292558717118
SUGCT,0.477124433598174
STYXL2,0.15488080961896067
STYX,0.053019977487626345
STYK1,-0.6414896390146403
STXBP5L,-0.32432050457599676
STX19,-0.26160780890668417
STS,0.5408661460724872
STRN,-0.4680797242455002
STRIT1,0.27538993748574625
STRIP2,-0.11560640855217597
STRAP,0.1546559963786331
STRA6,0.07846120751236588
STOX2,0.014348203143059478
STOX1,-0.23357313199645166
STON2,-0.4253900796726267
STON1,0.3436494138424428
STOM,-0.6039244185762376
STMN3,-0.1572484359539417
STK4,-0.10399950454024967
STK33,0.08970583057895161
STK31,-0.5601437798528014
STK3,-0.07371046367681101
STK17A,-0.03731434986420382
STEAP4,-0.05753447331693901
STEAP3,0.13914457490583432
STEAP2,-0.1835905974392514
STAU2,-0.01365900828465599
STARD13,-0.22102525813898777
STAM-AS1,-0.020592870996481483
STAG3L4,-0.1410323840570292
ST8SIA4,3.5181118499644925e-4
ST8SIA1,-0.07844293672474752
ST7L,-0.1713971338731456
ST7-AS1,0.07152428705300504
ST6GALNAC3,-0.2638558205032562
ST6GALNAC2,-0.22928259118373193
ST6GALNAC1,-0.7390010728452605
ST6GAL2,0.022948461448581425
ST6GAL1,0.13434712150553724
ST3GAL4,0.020940528064879418
ST3GAL1,-0.08911418562515777
ST20,0.3265691686295648
ST18,0.07252565266265242
ST13,0.1742858529598279
SSTR1,-0.08487187579485629
SSPN,-0.2517943863272707
SSBP2,-0.018278995585788414
SRSF4,0.013412950404161909
SRPX2,0.07855452309127034
SRPX,-0.05626235420807035
SRGAP2B,-0.12137146596098616
SRGAP2,-0.22845586165077114
SRD5A3,0.05304243500596269
SRC,-0.11781379511770837
SPTSSB,0.5108742460114988
SPTLC3,0.031226506948031012
SPTBN2,-0.19404244692600833
SPTBN1,-0.021329294515847513
SPP1,0.008466751624032043
SPOPL,0.04390744889656763
SPON1,-0.20461447981051853
SPIRE2,0.3266324745439804
SPIRE1,-0.30378234159871625
SPINK5,-0.3263841437385001
SPINK4,-0.10182950192426402
SPINK1,-0.465884736325415
SPESP1,-0.19960255335957702
SPEF2,0.5853691616204818
SPATC1L,-0.8372563353840676
SPATA6,0.4636469465515483
SPATA20,-0.1326845072928732
SPATA18,0.4930751698440001
SPATA17,0.10488990502168838
SPARC,-0.016203171932293543
SPACA9,0.03328763337378419
SPACA6,-0.07026111503782735
SP8,0.15957816005919329
SP2-AS1,-0.3515828020395208
SP140L,-0.38323901674316796
SP110,-0.1738313354552156
SP100,-0.03544093588817815
SOX8,0.4061343813927055
SOX7,0.03353446126134299
SOX6,0.47224641885764734
SOX5,0.1384081206361122
SOX30,-0.2592096925720053
SOX2,0.29964187175968776
SOX1,0.27842546465243706
SOSTDC1,0.0040546788767081
SORBS2,0.31166612374607655
SORBS1,0.3287622875790709
SOD3,-0.18683964739187714
SOCS2,-0.11080876169742347
SOBP,-0.030710726887881155
SOAT1,-0.4211617168742744
SNX25,0.22389008006169864
SNX20,-0.4593597760772157
SNX2,0.20557258859375893
SNX16,0.10745974255330344
SNU13,-0.4078880588990518
SNTB1,0.2914546648135933
SNRPN,-0.4844046590979872
SNORA78,-0.26829728410558196
SNHG4,-0.1957857657536919
SNHG3,-0.016046196529659017
SNHG29,0.06542885691729407
SNHG27,-0.04666995669607598
SNHG26,0.5367201904203843
SNHG14,-0.3536594994264229
SNAP25,-0.42055334993090804
SNAP23,0.002050266933353283
SNAI2,0.22430220098986825
SMURF2,0.09236002785670953
SMTNL2,0.020055566541468686
SMPD1,-0.3036782709192802
SMOC2,0.2742253322464404
SMOC1,0.31472214786804564
SMIM5,-0.2609869138264745
SMIM31,-0.4344171360197988
SMIM2-AS1,0.09575737433859384
SMIM2,0.1776191971679878
SMIM10L2A,-0.45746998354532514
SMIM10,-0.05874035552703828
SMG1,-0.06717785286999947
SMC4,-0.033493641909479684
SMARCA5,0.12210573612621187
SMARCA1,0.14233190605104204
SMAD9,-0.6201271359894651
SMAD7,-0.0659796542471732
SLPI,-0.20641079552049568
SLFN5,-0.03527261937822671
SLFN13,-0.05024335088766249
SLFN12,-0.06973797230158917
SLFN11,-0.27775349087444823
SLF1,0.2476038188853066
SLCO5A1,-0.1741270787639629
SLCO4C1,0.007180927924395936
SLCO4A1-AS1,-0.29811107858755936
SLCO3A1,0.044991948265376544
SLCO1B3,-0.29036650824468974
SLC9B2,0.23398113755523722
SLC9A7,-0.210021421329935
SLC9A2,-0.23633609814546488
SLC8A1,-0.17905426532683263
SLC7A8,0.4220879668802175
SLC7A2,-0.005530050875440557
SLC7A1,-0.19012455187245736
SLC6A8,0.12764630686557263
SLC6A4,0.023611024802239197
SLC6A20,-0.3394615877393443
SLC6A15,-0.14091700696298937
SLC6A14,0.1765831630468871
SLC6A13,-0.11623349354152897
SLC6A12,0.1393372343813983
SLC5A3,0.20718678696096057
SLC5A1,-0.1204048753866341
SLC52A1,-0.3099759627450338
SLC51B,-0.22654523615406932
SLC51A,-0.18768731354889248
SLC4A8,-0.016940408546467133
SLC4A7,-0.07826435461825808
SLC4A4,0.04006105572150362
SLC4A11,0.4206511036675663
SLC47A1,0.47090839428286485
SLC46A3,-0.4852497615507534
SLC46A1,-0.37897038074086226
SLC44A5,-0.2684484558642485
SLC44A3-AS1,-0.39451808744875355
SLC44A1,0.06217637063760179
SLC43A3,-0.006031531611311526
SLC3A1,-0.10213755968098802
SLC39A2,-0.29273666460520315
SLC39A14,0.043555186750817126
SLC38A5,0.08629470047027846
SLC38A4,-0.4536920784036975
SLC38A11,-0.0797968475154854
SLC36A4,-0.18730905191190814
SLC35G2,-0.5302185467587549
SLC35F5,-0.20566516618568711
SLC35D3,0.222674313193442
SLC30A5,0.07740677482796304
SLC30A10,-0.11968247449072565
SLC2A3,0.8977993446130055
SLC2A13,0.029704190234788777
SLC2A10,-0.3184320992915404
SLC2A1,0.6090174635134896
SLC28A3,-0.06601433083927623
SLC27A5,0.10811636992820078
SLC26A3,-0.054122871849046066
SLC25A5-AS1,-0.5289758131191562
SLC25A21-AS1,-0.35063986356964927
SLC22A4,-0.0686492495719441
SLC22A3,-0.5426192474789417
SLC22A17,0.008325078068920841
SLC22A15,0.034093298119867166
SLC22A11,-0.16000590291424396
SLC20A1,0.02400050920247056
SLC1A7,-0.25699499120230607
SLC1A3,0.3329871121706489
SLC19A3,-0.15379481118821445
SLC18A1,0.05775028598959714
SLC17A9,0.38289675346574725
SLC16A9,-0.479746467810009
SLC16A7,-0.04274322692401564
SLC16A6,0.17137063005195427
SLC16A4,0.04012168627031504
SLC16A3,0.160828815312333
SLC16A14,0.006938416395826485
SLC16A10,0.39766603668002753
SLC16A1-AS1,0.043035121326740575
SLC14A2,0.0713111446087171
SLC14A1,0.560097756069218
SLC12A9,0.37643870669047225
SLC12A6,-0.23324987161185734
SLAMF6,0.6259656283017324
SLAIN1,-0.49861224412416977
SLA2,-0.23592128168766618
SKIL,0.0649433549943592
SKAP1,0.6240458610884032
SIX4,0.12814318148196188
SIX1,0.6661366419662189
SIRPA,-0.2734260191108514
SIGLEC6,0.05137985987783946
SIGLEC15,0.4124654327101976
SIDT1,-0.3241257253200943
SI,-0.11517344659392187
SHROOM2,-0.09995760736523325
SHLD1,0.21487756818048487
SHISA6,0.5425151561705688
SHC4,0.051453133127696254
SHC3,0.10902539322031649
SHANK2,0.09935531143377534
SH3TC2,0.37594891968487315
SH3RF3,0.19326746184112062
SH3GL2,-0.048922988115545886
SH3BP4,-0.17923354766957136
SGSM2,-0.058942229779105064
SGPP2,-1.1105556232913953
SGO1,0.1284964707800158
SGMS2,-0.5886169317642187
SGK2,0.058598048132676744
SGCE,-0.26501174052889853
SGCB,-0.012564297873514976
SFXN1,0.1460081887763911
SFTA2,-0.07871532079763251
SFRP5,0.16556270231374004
SEZ6L2,-0.6023498437124493
SETMAR,-0.41962006514229755
SETDB2,-0.011486433383906383
SESN3,-0.04275944685665908
SERTAD4,-0.230710511133882
SERPINI1,0.8601620851461818
SERPINF1,0.26014012894464955
SERPINE1,0.5216503659913158
SERPIND1,0.4651202288626511
SERPINA4,0.09747639000876239
SERPINA1,-0.29458645791749366
SERP2,-0.017856631698138045
SERAC1,0.18251857978348104
SEPTIN7P2,0.10607835778634535
SEPTIN7P14,0.3026264276143911
SEPTIN6,-0.09525589905682999
SENP7,-0.19936425375741046
SEMA6A,-0.32121927758748936
SEMA5A,-0.14418927309382618
SEMA3F,-0.4504388737853672
SEMA3A,0.704796343365935
SELENOP,-0.2524245425906784
SELENOM,-0.016933751706981116
SECTM1,-0.227123128069265
SEC22B,0.38551171713602267
SEC16B,0.16878214018035034
SEC14L4,0.18361651262490195
SDSL,-0.5328213982522021
SDR42E1,-0.11801780632567666
SDR16C5,-0.146520696092481
SDHAP3,-0.07994923197093025
SDCCAG8,-0.09035137091213319
SDCBPP2,-0.07526838657485625
SDCBP2-AS1,0.008276088639241919
SDC2,0.035091858480804955
SDAD1,0.4710280188068902
SCN8A,-0.22935529788732414
SCN3B,-0.30218128775829006
SCML4,-0.16691308268279462
SCIN,-0.06793826831909036
SCGB2A1,-0.2701862978402003
SCG5,-0.1890543198628856
SCG3,-0.5210706655374703
SCG2,-0.1280799081942743
SCFD1,0.08560264554184674
SCEL,-0.15254774665684231
SCD5,-0.036111149555152176
SCAT1,-0.00942811486636715
SCARNA13,-0.07089558047980289
SCAI,0.0776691308708555
SCAF4,0.03711182078575622
SBSPON,0.24757427561602438
SBF2,0.06968721078710023
SATB2-AS1,-0.2341075129582621
SATB2,-0.09083568493649319
SATB1,0.15105681950277933
SAPCD1-AS1,-0.2571657260635892
SAMHD1,0.04025020429817368
SAMD9,-0.14940417047009025
SAMD5,0.1953082502436502
SAMD4A,0.08030962444198529
SAMD3,-0.10238714937058335
SACS,0.709831599699717
SAA1,0.08498804068679497
S100Z,-0.12054003133842738
S100A9,0.2968254731718259
S100A6,0.06007149906047341
S100A2,0.03704299334238243
RUNX3,0.5187171462673216
RUNX1,0.3655862174815156
RUNDC3B,-0.5876209245204165
RUNDC3A,-0.4651704202399775
RUFY3,-0.24569794687083685
RTP4,-0.06706320565573377
RTN1,-0.1351037763868181
RTL8C,-0.43561449570816857
RTL8A,-0.4341641688605067
RTL5,-0.0844556949912529
RTKN2,0.09679950377261333
RSRC1,-0.23039605087488968
RSKR,0.026672284143511027
RSAD2,-0.04070213444402984
RRAGD,-0.21577259653824143
RRAD,-0.011296557800567968
RPS6KA6,-0.5555860665419211
RPS6KA5,0.27587905961206405
RPS4Y1,-0.08452296388975587
RPS20,-0.008641898872052342
RPRML,-0.060688098424654634
RPL5,0.13252376979725836
RPL39L,0.1535085445741255
RPL30,0.141784006888543
RPL23,-0.07519352632437286
RPL18A,0.2839786072257845
RPGRIP1L,0.2516505701973492
RPAIN,-0.02664977632692768
RORC,-0.3544011744402924
RORA,0.9210954274678518
ROR2,-0.02438907632285655
ROR1,0.4314669300279492
ROBO1,-0.67634344075347
RNU6-73P,0.24983826055360656
RNU6-37P,-0.20142033542481688
RNU2-52P,-0.1087942960061634
RNU2-22P,0.017930413239129604
RNFT1,-0.23457259651943116
RNF6,0.11925742493432576
RNF32,-0.16152476954316672
RNF217,-0.5273843818440404
RNF213,-0.03421443743855458
RNF186,0.020036399260974502
RNF183,-0.0900598329527125
RNF182,0.15584528711836354
RNF157-AS1,-0.0024060205979020625
RNF144B,-0.4786105326559582
RNF144A,-0.3709537431859843
RNF14,-0.1399028470572676
RNF125,-0.2855795480570802
RNASET2,0.08282859005883632
RNASEL,-0.09928941255252692
RMDN1,-0.0911495545267567
RLN2,-0.09203462553221509
RLN1,-0.1897804548342921
RIPPLY3,0.04173837785371018
RIPPLY1,-0.09634660383615062
RIPOR2,0.2748493405338595
